producto,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Champagne Mercier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,2.0,0,0,0,1.0,0,4.0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Chandon Delice,0,0,0,0,0,0,0,0,2.0,1.0,0,1.0,4.0,0,0,2.0,1.0,1.0,4.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,2.0,0,0,1.0,0,0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.0,1.0,0,0,0,0,0,0,0,1.0,0,4.0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,2.0,2.0,2.0,0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0
Durazno Fizz La Farruca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,2.0,0,0,0,0,1.0,0,0,0,8.0,5.0,1.0,0,0,0,0,2.0,0,0,0,3.0,6.0,8.0,3.0,0,0,0,0,0,0,0,0,0,5.0,1.0,0,1.0,0,2.0,0,0,0,0,0,0,0
Sidra La farruca,0,0,0,0,0,0,0,0,0,0,0,93.0,8.0,1.0,3.0,1.0,0,1.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,627.0,52.0,0,32.0,7.0,5.0,10.0,2.0,3.0,29.0,9.0,35.0,548.0,62.0,3.0,17.0,4.0,24.0,3.0,1.0,7.0,26.0,14.0,42.0,496.0,68.0,21.0,19.0,1.0,14.0,1.0,7.0,7.0,1.0,14.0,20.0,449.0,42.0,8.0,6.0,11.0,3.0,6.0,32.0,2.0,26.0,19.0,27.0,406.0,12.0,8.0,29.0,25.0,6.0,0,1.0,5.0,8.0,19.0,3.0,0
Sidra Rama Caida,0,0,0,0,0,0,0,0,2.0,17.0,3.0,33.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,18.0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,1.0,0,2.0,0,0,1.0,0,0,34.0,0,0,0,0,0,0,0,0,0,0,0,35.0,2.0,0,0,0,0,0,0,0,0,0,0,0
Sidra Tunuyan,0,0,0,0,0,0,0,1.0,2.0,7.0,2.0,641.0,70.0,16.0,20.0,55.0,0,11.0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,75.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Nieto Brut Senetiner,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0,1.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,3.0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0
Frizze frutas,0,0,0,0,0,0,0,0,0,2.0,8.0,6.0,0,0,0,1.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.0,4.0,2.0,0,4.0,3.0,0,2.0,3.0,1.0,0,0,0,2.0,0,4.0,0,2.0,1.0,0,1.0,0,0,0,0,0,1.0,2.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Tocornal Dulce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,1.0,2.0,1.0,0,1.0,0,0,1.0,1.0,1.0,0,0,2.0,2.0,0,3.0,2.0,0,1.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,2.0,1.0,10.0,6.0,2.0,4.0,3.0,0,3.0,1.0,1.0,1.0,3.0,2.0,0
Anana Fizz La Farruca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.0,0,0,0,0,0,0,0,0,0,0,0,41.0,4.0,0,0,0,0,0,0,0,1.0,1.0,1.0,47.0,3.0,3.0,0,0,6.0,1.0,0,0,1.0,1.0,6.0,57.0,0,0,0,0,0,0,0,0,0,0,0,43.0,5.0,0,0,0,3.0,0,0,0,0,0,0,0
Champagne Federico de Alvear,0,0,0,0,0,0,0,1.0,0,0,0,5.0,1.0,0,1.0,1.0,3.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,1.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,2.0,0,1.0,0,3.0,0,0,0,0,0,0,5.0,6.0,1.0,1.0,0,2.0,2.0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidra Real,0,0,0,0,0,0,0,0,0,0,0,14.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,2.0,1.0,0,0,1.0,0,1.0,0,0,0,0,12.0,2.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,6.0,22.0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Navarro Correa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,3.0,5.0,1.0,0,0
Fresa Fizz La Farruca,0,0,0,0,0,0,0,20.0,34.0,27.0,33.0,33.0,34.0,21.0,22.0,28.0,37.0,38.0,28.0,24.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,2.0,0,0,0,0,0,0,0,0,5.0,7.0,18.0,0,0,0,0,0,0,0,0,0,0,0,25.0,1.0,0,0,0,0,0,0,0,0,0,0,22.0,1.0,0,0,0,0,0,0,0,0,0,0,0
Ramita sidra sin alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murville Espumante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Montchenot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,3.0,0,0,0,0,12.0,0,0,2.0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0
Champagne Viña Mayor dulce,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,0,1.0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,2.0,3.0,8.0,1.0,2.0,0,2.0,0,0
Chatel Nouve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anana Fizz SIN ALCOHOL La Farruca,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,1.0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Baron B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champagne Haroldos,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,6.0,0,0,0,0,0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,2.0,17.0,3.0,2.0,1.0,26.0,2.0,3.0,7.0,11.0,4.0,4.0,8.0,2.0,0,0,0,0
Sidra SIN ALCOHOL La Farruca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,1.0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0
Fritz Wine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frizze Evolution,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,2.0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,83.0,47.0,28.0,48.0,56.0,32.0,23.0,37.0,35.0,34.0,36.0,46.0,58.0,47.0,9.0,39.0,38.0,33.0,15.0,21.0,13.0,40.0,28.0,61.0,86.0,42.0,18.0,38.0,30.0,30.0,38.0,39.0,47.0,33.0,52.0,43.0,67.0,24.0,26.0,39.0,9.0,22.0,16.0,38.0,34.0,38.0,27.0,15.0,72.0,14.0,8.0,21.0,29.0,14.0,22.0,22.0,25.0,50.0,32.0,3.0,0
