producto,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Vodka Nikov SABORES,0,0,0,0,0,0,6.5,0,6.5,0,0,0,0,0,0,0,0,0,0,9.25,0,0,0,0,10.0,5.0,10.0,10.0,11.0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,18.5,18.5,0,0,0,0,22.0,0,0,0,0,0,22.0,22.0,0,23.0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,35.0,43.0,0,43.0,43.0,0,43.0,0,48.0,48.0,48.0,0,0,0,0,0,0,0,65.0,0,0,0,0
Whisky Blenders petaca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,6.0,6.0,3.0,0,0,6.0,6.0,6.0,0,7.75,7.75,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.5,11.5,11.5,14.0,14.0,14.0,14.0,14.0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0
Whisky Blenders x 1lt (conseg mejr precio),0,0,0,0,0,0,18.75,18.75,18.75,21.0,21.0,21.0,21.0,0,0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,27.0,27.0,29.0,29.0,29.0,29.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,36.0,36.0,0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0,0,36.0,0,0,36.0,40.0,50.0,50.0,52.0,52.0,0,52.0,52.0,0,58.0,58.0,0,0,59.0,0,59.0,59.0,0,0,59.0,59.0,59.0,66.0,66.0,70.0,70.0,70.0,70.0,70.0,0,0,0,0,75.0,75.0,75.0,75.0,82.0,82.0,82.0,82.0,82.0,82.0,0,0
Whisky Criadores x 1lt,0,0,0,0,0,0,16.75,16.75,16.75,16.75,0,0,0,0,16.75,0,0,24.0,24.0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,34.0,34.0,34.0,0,34.0,0,0,34.0,0,47.0,47.0,47.0,0,0,0,0,0,0,0,49.0,49.0,50.0,0,50.0,0,0,0,0,0,51.0,58.0,60.0,60.0,70.0,70.0,70.0,70.0,70.0,0,0,70.0,0,0,0,0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,0
Whisky Doble V (W),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,19.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.0,0,35.0,35.0,38.0,40.0,40.0,40.0,42.0,42.0,42.0,0,42.0,42.0,0,0,48.0,48.0,0,0
Vodka Hiram Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2999999523,0,0,3.9000000954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,50.0,0,0,0,0,0,0
Whisky J&B  jyb  j y b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,0,0,98.0,0,0,0,0,0,0,0,0,146.0,0,146.0,146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Blenders 750cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0
Whisky Pioneer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.75,9.75,0,0,9.75,0,0,0,9.75,9.75,6.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,13.5,16.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amarula chico,0,0,0,0,0,0,10.0,0,10.0,0,10.0,11.0,11.75,11.75,12.5,0,12.5,12.5,12.5,12.5,0,12.5,12.5,12.5,13.5,13.5,14.0,14.5,14.5,14.5,14.5,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8.375,16.75,16.75,16.75,16.75,16.75,16.75,18.0,18.0,18.0,18.0,18.0,0,18.0,18.0,18.0,0,18.0,22.0,28.0,28.0,110.0,0,0,0,0,0,0,112.0,0,0,0,0,0,0,0,0,0,70.0,0,0,0,0,0,270.0,135.0,0,0,142.0,0,150.0,0,0,0,0,0,0,0,0,0,0,0
Whisky Smuggler PETACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Vat 69,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,47.0,0,0,0,0,0,0,45.0,0,45.0,0,0,0,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisky Ballantines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,14.5,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,210.0,0,0,210.0,0,0,0,0,0
Wisky Jack Daniels 375cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,9.5,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernet Branca menta 1/2 lt,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,18.0,18.0,18.0,0,0,0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,0,0,28.0,28.0,0,28.0,0,0,0,30.0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,47.0,0,0,0,0,0,0,0,47.0,60.0,60.0,0,0,0,0
Vodka Smirnoff Saborizados,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,5.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,76.0,0,0,78.0,0,0,0,0,0,0,0,86.0,0,90.0,0,100.0,0,0,0,0,0,0,0,0,100.0,0,100.0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0
Vodka Absolute Saborizado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,9.0,9.0,1.8,9.0,9.0,9.0,9.0,9.0,10.5,10.5,10.5,10.5,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,14.0,14.0,14.0,14.0,0,0,0,0,0,15.0,0,96.0,0,0,0,0,96.0,0,59.0,118.0,0,0,0,122.0,122.0,125.0,0,128.0,0,0,0,150.0,0,160.0,180.0,180.0,180.0,0,0,0,0,0,0,0,0,0,0,250.0,0,270.0,270.0,0,0,0,0,0,0,0,0,0
Bayleys Dce de Leche,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,20.0,0,0,20.0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gin Hiram Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,0,0,13.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,21.0,21.0,0,0,48.0,48.0,50.0,25.0,0,0,0,0,0,0,0,0
Ron Bacardi Dorado 1lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,0,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pisco Mistral,0,0,0,0,0,0,0,9.5,9.5,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,0,22.0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,80.0,0,0,0,0,0,0
Ron Cayman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,24.0,0,24.0,24.0,0,0,26.0,0,26.0,0,0,26.0,0,0,0,12.333333333333334,0,0,0,37.0,37.0,0,37.0,0,38.0,38.0,0,0,38.0,0,38.0,38.0,0,0,63.0,0,0
Cachaca Velho Barreiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full naranpol 500 cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,2.0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malibu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,34.0,0,0,0,34.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,142.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piña Colada La Triestina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky White Horse,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,61.0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,0,0,0,0,0,0
Vodka Oddka (todos),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,33.0,0,0,0,0,0,0,0,0,82.0,82.0,0,82.0,82.0,0,0,0,0
Vodka Smirnoff,0,0,0,0,0,0,0,6.5,0,6.5,6.5,6.5,0,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,0,0,47.0,0,0,0,47.0,0,0,47.5,47.5,0,0,47.5,48.0,0,0,51.0,57.0,57.0,57.0,57.0,67.0,67.0,0,0,68.0,68.0,68.0,68.0,68.0,0,0,75.0,0,90.0,90.0,95.0,95.0,47.5,95.0,95.0,95.0,95.0,90.0,90.0,0,95.0,98.0,0,98.0,98.0,98.0,98.0,98.0,90.0,90.0,90.0,90.0,0
Piña Colada American Club(Todas),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,21.0,0,25.0,0,0,0,0,0,0,0,0,0,0,25.0,25.0,26.0,26.0,0,0,0,26.0,0,26.0,30.0,0,0,0,42.0,42.0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0
Bayleys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,0,107.0,107.0,122.0,0,0,0,0,0,0,0,0,122.0,0,0,0,0,0,0,0,0,0,0,0,233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernet Branca RETRO 3/4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,0,0
Ponche Capitan Castilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cachaca Capoeira,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,11.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,24.0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
So Natural 1lt,0,0,0,0,0,0,0,0,0,0,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dos Anclas Limon jugo de limon,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Hiram Walker,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,15.0,15.0,15.0,0,15.0,15.0,0,15.0,15.0,15.0,0,21.5,0,0,0,0,0,21.0,0,21.0,0,0,21.0,21.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,28.0,30.0,0,30.0,30.0,35.0,39.0,39.0,42.0,42.0,0,42.0,0,0,0,42.0,47.0,47.0,47.0,48.0,50.0,50.0,0
Ron Cayman Dorado,0,0,0,0,0,0,8.5,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,10.0,0,11.5,0,11.5,0,0,11.5,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,0,0,0,0,0,0,0,19.0,0,20.0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,0
Cinzano Bianco,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,3.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,3.0,6.0,6.0,0,0,0,6.0,6.0,6.0,0,0,0,0,0,0,6.0,3.0,6.0,6.0,4.25,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,42.0,42.0,0,0,0,0,0,0,0,0
Ron Havana Club habana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.0,0,0,0,0,0
Wisky Teachers (ya sin vaso),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,60.0,0,0,68.0,0,0,0,70.0,0,0,78.0,0,0,80.0,84.0,84.0,0,84.0,84.0,42.0,84.0,84.0,48.0,96.0,90.0,90.0,0,0
Gin Burnett Sir Robert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,20.0,10.0,20.0,20.0,20.0,20.0,20.0,0,20.0,0,0,0,0,0,20.0,0,0,0,0,28.0,0,28.0,0,0,28.0,28.0,0,30.0,33.0,33.0,0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wisky Red Label Johnnie Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernet Cazalis 750 cc,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermouth Martini Bianco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,46.0,0,0,0,66.0,0,0,0
Americano Marcela,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5,0,4.5,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0
Whisky Johnnie Walker Black Label,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,70.0,0,117.0,0,0,0,117.0,0,0,0,110.0,110.0,0,110.0,0,0,0,0,170.0,0,0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100 Pipers whisky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,27.0,27.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,60.0,0,0,0,77.0,77.0,77.0,77.0,77.0,80.0,0,0,0,80.0,80.0,82.0,82.0,82.0,0,0,88.0,0,0,0
Whisky Grants,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,35.0,0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gin Black Prince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cusenier Licores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,15.0,15.0,15.0,15.0,0,15.0,15.0,0,15.0,18.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,0,21.0,0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,0,25.0,0,25.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,0,16.5,40.0,0,40.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0
