producto,id,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
Colon Dulce Fresco,740,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,0,0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,7.0,5.0,14.0,1.0,11.0,6.0,3.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,2.0,1.0,2.0,6.0,2.0,0,0,0,0,2.0,4.0,1.0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,2.0,6.0,2.0,2.0,1.0,5.0,4.0,0,0
Finca La linda,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toro Bonarda-syrah bivarietal 1 1/4 lts magnum,746,0,0,0,0,0,0,11.0,14.0,15.0,4.0,0,0,5.0,4.0,14.0,6.0,9.0,6.0,11.0,6.0,8.0,11.0,8.0,7.0,4.0,5.0,4.0,13.0,7.0,7.0,10.0,11.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,10.0,24.0,16.0,10.0,16.0,12.0,11.0,9.0,9.0,12.0,9.0,11.0,7.0,7.0,13.0,5.0,6.0,3.0,7.0,3.0,7.0,7.0,8.0,3.0,4.0,3.0,2.0,5.0,4.0,6.0,5.0,11.0,17.0,10.0,10.0,11.0,9.0,13.0,7.0,9.0,8.0,12.0,9.0,6.0,7.0,11.0,8.0,5.0,4.0,4.0,8.0,6.0,12.0,9.0,6.0,8.0,13.0,12.0,11.0,5.0,3.0,0
Oporto El abuelo,753,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,0,1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,0,2.0,0,0,3.0,0,1.0,1.0,1.0,0,0,0,0,1.0,2.0,0,2.0,1.0,0,1.0,0,0
Aberdeen Angus Malbeck,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aguma,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hereford,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1.0,0,0,2.0,0,0,0,1.0,1.0,1.0,4.0,2.0,9.0,11.0,0,0,0,10.0,6.0,12.0,6.0,0,0,0,0,2.0,4.0,0,0,0,0,0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nieto Senetiner 3/4 (Cerveza),773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,4.0,0,2.0,2.0,1.0,5.0,0,0,1.0,1.0,6.0,1.0,1.0,0,3.0,2.0,1.0,2.0,6.0,1.0,3.0,0,6.0,1.0,1.0,2.0,2.0,0,2.0,3.0,2.0,2.0,0,1.0,3.0,1.0,1.0,1.0,0,0,0,0
Puente Escondido Magnum,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omnium 3/4,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,6.0,0,2.0,4.0,5.0,0,3.0,1.0,1.0,0,0,0,0,2.0,2.0,1.0,0,2.0,1.0,0
Saenz Borgoña,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Catedra Cabernet y Malbeck magnum,790,0,0,0,0,0,0,17.0,6.0,5.0,6.0,0,3.0,4.0,3.0,7.0,13.0,16.0,13.0,4.0,3.0,0,0,6.0,13.0,5.0,0,4.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Etchart Privado torrontes,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0,4.0,2.0,4.0,2.0,8.0,11.0,5.0,6.0,4.0,4.0,3.0,8.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,0,0,4.0,2.0,0,2.0,0,5.0,1.0,0
Reserva de Familia Los Haroldos,792,0,0,0,0,0,0,3.0,0,0,0,0,3.0,1.0,1.0,2.0,0,1.0,1.0,2.0,0,0,0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,13.0,11.0,11.0,11.0,0,6.0,0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,0,0,0,0
Vasco Viejo tinto,794,0,0,0,0,0,0,4.0,1.0,6.0,3.0,3.0,2.0,4.0,0,3.0,4.0,2.0,3.0,0,0,0,0,0,0,0,0,6.0,0,0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,3.0,6.0,13.0,5.0,11.0,9.0,22.0,28.0,6.0,5.0,6.0,7.0,10.0,11.0,8.0,3.0,7.0,8.0,4.0,5.0,4.0,4.0,3.0,8.0,4.0,4.0,1.0,6.0,2.0,5.0,3.0,8.0,13.0,23.0,19.0,25.0,28.0,19.0,18.0,11.0,5.0,7.0,4.0,5.0,0,2.0,6.0,6.0,4.0,9.0,10.0,8.0,5.0,6.0,7.0,4.0,0,4.0,2.0,5.0,1.0,0
Vasco Viejo blanco,795,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tribu,798,0,0,0,0,0,0,2.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,1.0,0,0,8.0,2.0,10.0,0,0,0,0,0,0,0
Alma Mora con estuche,802,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1.0,0,2.0,2.0,0
Norton Cosecha Tardia,806,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pequeña Vasija 1,5 lt",809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Julia ESTUCHE (2u.),810,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0
Lopez tinto,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,6.0,1.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,0,1.0,0,0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,6.0,1.0,4.0,12.0,1.0,1.0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,6.0,1.0,3.0,0,0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0,0
Furlotti,813,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,3.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,1.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,14.0,11.0,16.0,16.0,10.0,6.0,1.0,2.0,4.0,7.0,8.0,9.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,1.0,3.0,1.0,1.0,4.0,3.0,6.0,0,0,0,0,7.0,1.0,3.0,4.0,3.0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viñastr ROSADO 3/4 (bonarda-sirah),816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,4.0,0,0,0,0,6.0,6.0,0,0,0,12.0,3.0,9.0,3.0,6.0,5.0,0,3.0,0,2.0,0,1.0,3.0,1.0,0,3.0,1.0,5.0,1.0,1.0,0,0
Finca La Delfina,818,0,0,0,0,0,0,30.0,5.0,3.0,3.0,4.0,2.0,0,2.0,3.0,6.0,5.0,5.0,2.0,0,1.0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,5.0,4.0,1.0,1.0,11.0,1.0,10.0,6.0,3.0,5.0,5.0,1.0,0,5.0,0,0,3.0,5.0,1.0,1.0,9.0,3.0,4.0,1.0,1.0,0,1.0,2.0,4.0,4.0,6.0,8.0,9.0,5.0,2.0,6.0,5.0,2.0,0,4.0,2.0,2.0,0,5.0,1.0,1.0,8.0,5.0,5.0,3.0,1.0,0
Finca Las Moras,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,4.0,3.0,6.0,8.0,5.0,2.0,3.0,4.0,6.0,0,2.0,4.0,0,0,2.0,5.0,3.0,5.0,17.0,10.0,21.0,17.0,36.0,44.0,29.0,21.0,16.0,23.0,17.0,25.0,14.0,10.0,11.0,22.0,28.0,10.0,7.0,9.0,9.0,13.0,3.0,3.0,6.0,2.0,4.0,1.0,10.0,18.0,8.0,7.0,6.0,9.0,12.0,13.0,12.0,10.0,11.0,6.0,0,0
Cafayate,831,0,0,0,0,0,0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,0,2.0,7.0,16.0,6.0,6.0,3.0,1.0,2.0,2.0,0,0,2.0,0,15.0,7.0,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,6.0,3.0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,0,6.0,5.0,7.0,6.0,5.0,0,6.0,0,5.0,1.0,6.0,0,0,0,0,0,6.0,0,0,0,0,0
Rumbos (No Tiene),835,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,1.0,0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,0,1.0,0,0,1.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantelli Rosado 3/4 (No Tiene),838,0,0,0,0,0,0,1.0,1.0,0,4.0,11.0,6.0,5.0,3.0,4.0,2.0,6.0,4.0,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,25.0,16.0,7.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0
Estate Los Haroldos (No Tiene),840,0,0,0,0,0,0,3.0,3.0,5.0,0,1.0,2.0,1.0,0,3.0,4.0,5.0,4.0,3.0,3.0,0,4.0,3.0,6.0,1.0,3.0,2.0,5.0,6.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,17.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,26.0,5.0,13.0,9.0,11.0,8.0,3.0,1.0,3.0,1.0,0,2.0,3.0,1.0,0,2.0,1.0,0,0,0
Pied de Vigne (No Tiene),847,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,3.0,5.0,4.0,0,1.0,0,0,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Julia RESERVA (No Tiene),849,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0
Asterisco Los Haroldos (No Tiene),857,0,0,0,0,0,0,0,0,1.0,1.0,0,4.0,0,0,0,3.0,3.0,8.0,7.0,10.0,5.0,2.0,3.0,6.0,0,5.0,5.0,6.0,5.0,5.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,13.0,15.0,23.0,1.0,6.0,4.0,7.0,4.0,1.0,5.0,5.0,7.0,5.0,6.0,6.0,2.0,4.0,6.0,4.0,7.0,7.0,9.0,3.0,8.0,5.0,8.0,2.0,9.0,7.0,7.0,11.0,8.0,13.0,8.0,4.0,8.0,4.0,9.0,2.0,4.0,10.0,14.0,10.0,18.0,14.0,7.0,12.0,14.0,9.0,14.0,14.0,6.0,16.0,23.0,7.0,1.0,2.0,0,0,0,0,0
Postales del Fin del Mundo (No Tiene),865,0,0,0,0,0,0,0,0,0,2.0,12.0,6.0,1.0,4.0,1.0,0,3.0,13.0,7.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,6.0,7.0,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria malbeck (No Tiene),870,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viñastr TORRONTES 3/4 (No Tiene),871,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,40.0,51.0,24.0,27.0,50.0,27.0,36.0,50.0,15.0,18.0,7.0,21.0,15.0,28.0,21.0,7.0,23.0,17.0,12.0,14.0,3.0,11.0,22.0,17.0,12.0,28.0,23.0,7.0,12.0,16.0,16.0,8.0,6.0,8.0,10.0,0,0,0,0,17.0,6.0,9.0,10.0,11.0,1.0,14.0,10.0,8.0,7.0,17.0,7.0,2.0,17.0,2.0,1.0,16.0,1.0,10.0,4.0,2.0,4.0,0
Finca Grande (No Tiene),874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pecado (No Tiene),876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2.0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,22.0,12.0,0,0,0,0
Serie Terra (No Tiene),878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,1.0,0,1.0,1.0,0,0,6.0,0,2.0,0,1.0,0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0,1.0,2.0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0
Baron del Plata (No Tiene),880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,10.0,6.0,0,4.0,1.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alma Mora (No Tiene),881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,7.0,6.0,4.0,8.0,13.0,9.0,0,9.0,6.0,2.0,2.0,1.0,2.0,8.0,2.0,11.0,8.0,8.0,5.0,10.0,4.0,11.0,5.0,5.0,7.0,2.0,10.0,15.0,15.0,5.0,11.0,17.0,5.0,5.0,3.0,4.0,7.0,6.0,6.0,6.0,18.0,7.0,8.0,10.0,10.0,6.0,11.0,3.0,20.0,11.0,11.0,8.0,13.0,12.0,10.0,18.0,15.0,14.0,14.0,4.0,0
Finca Beltran Duo (No Tiene),882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,8.0,2.0,1.0,0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
